timestamp,arbitration_id,data_field,attack
0.121755,2EA,0C8C232D65584FF2,0
0.121995,366,018D23EAD0D7971C,0
0.123751,38B,0C8A2274,0
0.123966,1A9,068822E2,0
0.124169,295,0C802023D86BD8D0,0
0.124246,316,068B2216,0
0.125261,242,068B229747AFDD5A,0
0.126596,25A,069124FF2669EE4E,0
0.128283,336,008A22E5,0
0.130509,1B5,0D8D23B6,0
0.131378,2EA,0D8D232D65584FF2,0
0.131389,1BB,0D8120C00E06B85F,0
0.13394,38B,0D8B2274,0
0.134552,295,0D812023D86BD8D0,0
0.140427,364,0282204C559E65BB,0
0.14067,1B5,0E8E23B6,0
0.141689,1BB,0E8120C00E06B85F,0
0.141785,2EA,0E8F232D65584FF2,0
0.142495,1DB,0296251B,0
0.14337,1A9,078A22E2,0
0.143732,38B,0E8C2374,0
0.144059,295,0E812023D86BD8D0,0
0.144628,316,078D2316,0
0.145725,242,078E239747AFDD5A,0
0.146222,0ED,029024666193FA64,0
0.147531,25A,079425FF2669EE4E,0
0.148626,1A7,038F23472590,0
0.149151,397,028B22A2,0
0.15037,1B5,0F8F23B6,0
0.151295,1BB,0F8120C00E06B85F,0
0.151728,2EA,0F90242D65584FF2,0
0.153986,38B,0F8D2374,0
0.154423,295,0F812023D86BD8D0,0
0.157355,12C,03892267F7F33701,0
0.159823,0C4,038A22991B0FA963,0
0.160149,177,039B26A98821,0
0.160433,1B5,109024B6,0
0.161145,1BB,108120C00E06B85F,0
0.161762,2EA,1091242D65584FF2,0
0.163291,38B,108E2374,0
0.164099,1A9,088B22E2,0
0.164132,295,10812023D86BD8D0,0
0.164541,316,088F2316,0
0.16493,3AC,039826E5BAD71CEB,0
0.164987,2B9,018621F3,0
0.164989,351,039024B6,0
0.166046,242,0890249747AFDD5A,0
0.16735,25A,089725FF2669EE4E,0
0.170641,1B5,119124B6,0
0.171433,1BB,118220C00E06B85F,0
0.171577,363,01962540C9CEAEAD,0
0.172254,2EA,1192242D65584FF2,0
0.173332,38B,118F2374,0
0.174487,295,11812023D86BD8D0,0
0.180899,1B5,129224B6,0
0.181684,1BB,128220C00E06B85F,0
0.181709,2EA,1293242D65584FF2,0
0.183692,38B,12902474,0
0.184117,295,12812023D86BD8D0,0
0.184124,1A9,098D23E2,0
0.184935,316,09912416,0
0.185349,242,0992249747AFDD5A,0
0.187092,25A,099926FF2669EE4E,0
0.18922,364,0383204C559E65BB,0
0.190544,1B5,139324B6,0
0.191335,1BB,138220C00E06B85F,0
0.191823,2EA,1394252D65584FF2,0
0.191982,1DB,039E271B,0
0.193752,38B,13912474,0
0.19394,295,13812023D86BD8D0,0
0.195125,0ED,039625666193FA64,0
0.200724,1A7,049425472590,0
0.200995,1B5,149425B6,0
0.201312,1BB,148220C00E06B85F,0
0.201722,2EA,1495252D65584FF2,0
0.20218,397,039024A2,0
0.203418,38B,14922474,0
0.203753,1A9,0A8E23E2,0
0.203939,295,14822023D86BD8D0,0
0.20445,316,0A932416,0
0.205343,242,0A94259747AFDD5A,0
0.206537,25A,0A9C27FF2669EE4E,0
0.207941,12C,048C2367F7F33701,0
0.208577,177,04A328A98821,0
0.211094,1B5,159525B6,0
0.211162,0C4,048D23991B0FA963,0
0.21137,1BB,158220C00E06B85F,0
0.211944,2EA,1596252D65584FF2,0
0.21341,351,049525B6,0
0.213572,38B,15932474,0
0.214027,295,15822023D86BD8D0,0
0.214592,3AC,049F27E5BAD71CEB,0
0.217727,366,029826EAD0D7971C,0
0.220296,1B5,169625B6,0
0.221475,1BB,168220C00E06B85F,0
0.222176,2EA,1697252D65584FF2,0
0.223554,38B,16932474,0
0.224275,295,16822023D86BD8D0,0
0.224634,1A9,0B9024E2,0
0.224962,316,0B962516,0
0.225459,242,0B96259747AFDD5A,0
0.226766,25A,0B9F27FF2669EE4E,0
0.230544,1B5,179725B6,0
0.231405,1BB,178320C00E06B85F,0
0.232066,2EA,1799262D65584FF2,0
0.233782,38B,17942574,0
0.234229,295,17822023D86BD8D0,0
0.237685,364,0484214C559E65BB,0
0.240361,1B5,189826B6,0
0.241505,1BB,188320C00E06B85F,0
0.241793,2EA,189A262D65584FF2,0
0.243479,38B,18952574,0
0.243903,1A9,0C9224E2,0
0.244177,295,18822023D86BD8D0,0
0.244398,1DB,04A6291B,0
0.245006,316,0C982616,0
0.245347,242,0C98269747AFDD5A,0
0.245468,0ED,049B26666193FA64,0
0.246728,25A,0CA228FF2669EE4E,0
0.249759,397,049425A2,0
0.250522,1B5,199926B6,0
0.251087,1BB,198320C00E06B85F,0
0.251307,1A7,059A26472590,0
0.25147,2EA,199B262D65584FF2,0
0.253433,38B,19962574,0
0.254366,295,19822023D86BD8D0,0
0.256907,177,05AB2AA98821,0
0.258491,12C,058F2367F7F33701,0
0.260444,1B5,1A9A26B6,0
0.260855,0C4,059124991B0FA963,0
0.26175,1BB,1A8320C00E06B85F,0
0.261813,2EA,1A9C272D65584FF2,0
0.262828,351,059926B6,0
0.26353,38B,1A972574,0
0.263983,1A9,0D9324E2,0
0.264481,295,1A822023D86BD8D0,0
0.264859,2B9,028B22F3,0
0.265333,316,0D9A2616,0
0.26571,242,0D9A269747AFDD5A,0
0.265938,3AC,05A629E5BAD71CEB,0
0.266852,25A,0DA429FF2669EE4E,0
0.270536,1B5,1B9C27B6,0
0.271393,2EA,1B9D272D65584FF2,0
0.271561,1BB,1B8320C00E06B85F,0
0.27348,38B,1B982674,0
0.273905,363,02A42940C9CEAEAD,0
0.273953,295,1B832023D86BD8D0,0
0.28074,1B5,1C9D27B6,0
0.281264,1BB,1C8421C00E06B85F,0
0.281548,2EA,1C9E272D65584FF2,0
0.283486,1A9,0E9525E2,0
0.283671,38B,1C992674,0
0.284355,295,1C832023D86BD8D0,0
0.28535,242,0E9C279747AFDD5A,0
0.285433,316,0E9C2716,0
0.28585,25A,0EA729FF2669EE4E,0
0.289724,364,0585214C559E65BB,0
0.290735,1B5,1D9E27B6,0
0.291606,2EA,1D9F272D65584FF2,0
0.291724,1BB,1D8421C00E06B85F,0
0.293634,38B,1D9A2674,0
0.2939,0ED,05A128666193FA64,0
0.294053,1DB,05AD2B1B,0
0.294617,295,1D832023D86BD8D0,0
0.300601,1B5,1E9F27B6,0
0.300604,397,059826A2,0
0.301502,2EA,1EA0282D65584FF2,0
0.301534,1BB,1E8421C00E06B85F,0
0.30233,1A7,069F27472590,0
0.3032,1A9,0F9625E2,0
0.303813,38B,1E9B2674,0
0.304031,295,1E832023D86BD8D0,0
0.305533,242,0F9E279747AFDD5A,0
0.30565,316,0F9E2716,0
0.307057,25A,0FAA2AFF2669EE4E,0
0.308308,12C,06932467F7F33701,0
0.308673,177,06B32CA98821,0
0.31055,1B5,1FA028B6,0
0.311725,2EA,1FA1282D65584FF2,0
0.311744,1BB,1F8421C00E06B85F,0
0.31217,0C4,069425991B0FA963,0
0.312638,351,069E27B6,0
0.313258,3BB,01842185,0
0.313532,38B,1F9C2774,0
0.313859,3AC,06AD2BE5BAD71CEB,0
0.314041,295,1F832023D86BD8D0,0
0.319802,366,03A429EAD0D7971C,0
0.320452,122,019024ADF4268F70,0
0.320573,1B5,20A128B6,0
0.321199,1BB,208421C00E06B85F,0
0.321652,2EA,20A2282D65584FF2,0
0.32357,38B,209D2774,0
0.323618,1A9,109826E2,0
0.324235,295,20832023D86BD8D0,0
0.324908,316,109F2716,0
0.325776,242,10A0289747AFDD5A,0
0.327576,25A,10AC2BFF2669EE4E,0
0.330574,1B5,21A228B6,0
0.330812,336,019B26E5,0
0.331576,2EA,21A3282D65584FF2,0
0.331783,1BB,218421C00E06B85F,0
0.333475,38B,219E2774,0
0.3342,295,21842123D86BD8D0,0
0.337532,364,0686214C559E65BB,0
0.340663,1B5,22A328B6,0
0.341451,1BB,228521C00E06B85F,0
0.3418,2EA,22A4292D65584FF2,0
0.342055,1DB,06B42D1B,0
0.343742,1A9,119926E2,0
0.344047,295,22842123D86BD8D0,0
0.34407,38B,229E2774,0
0.344447,316,11A12816,0
0.344567,0ED,06A629666193FA64,0
0.345468,242,11A2289747AFDD5A,0
0.346758,25A,11AF2BFF2669EE4E,0
0.349487,397,069C27A2,0
0.35055,1B5,23A429B6,0
0.351018,1BB,238521C00E06B85F,0
0.351063,1A7,07A429472590,0
0.351577,2EA,23A5292D65584FF2,0
0.353492,38B,239F2774,0
0.35414,295,23842123D86BD8D0,0
0.35707,12C,07962567F7F33701,0
0.357963,177,07BA2EA98821,0
0.360649,1B5,24A529B6,0
0.361464,2B9,039024F3,0
0.361596,1BB,248521C00E06B85F,0
0.361984,2EA,24A6292D65584FF2,0
0.363201,351,07A328B6,0
0.363688,1A9,129B26E2,0
0.363772,38B,24A02874,0
0.363791,0C4,079725991B0FA963,0
0.364476,295,24842123D86BD8D0,0
0.365327,316,12A32816,0
0.366096,242,12A4299747AFDD5A,0
0.366587,3AC,07B42DE5BAD71CEB,0
0.36698,25A,12B12CFF2669EE4E,0
0.370291,1B5,25A629B6,0
0.371066,363,03B02C40C9CEAEAD,0
0.371379,1BB,258521C00E06B85F,0
0.371852,2EA,25A7292D65584FF2,0
0.373758,38B,25A12874,0
0.374338,295,25842123D86BD8D0,0
0.380706,1B5,26A729B6,0
0.381233,1BB,268521C00E06B85F,0
0.381637,2EA,26A82A2D65584FF2,0
0.383447,38B,26A22874,0
0.383993,295,26842123D86BD8D0,0
0.384178,1A9,139C27E2,0
0.385178,316,13A52916,0
0.385364,242,13A5299747AFDD5A,0
0.387076,25A,13B42DFF2669EE4E,0
0.388454,364,0787214C559E65BB,0
0.390895,1B5,27A82AB6,0
0.391397,1BB,278621C00E06B85F,0
0.391813,2EA,27A92A2D65584FF2,0
0.391972,1DB,07BB2E1B,0
0.393807,38B,27A32874,0
0.393813,295,27842123D86BD8D0,0
0.397336,0ED,07AC2B666193FA64,0
0.399732,397,07A028A2,0
0.400586,1B5,28A92AB6,0
0.401041,1BB,288621C00E06B85F,0
0.401114,1A7,08A92A472590,0
0.401587,2EA,28AA2A2D65584FF2,0
0.402915,1A9,149E27E2,0
0.403737,38B,28A42974,0
0.403933,295,28852123D86BD8D0,0
0.404834,316,14A72916,0
0.405326,242,14A7299747AFDD5A,0
0.406481,177,08C130A98821,0
0.406581,25A,14B62DFF2669EE4E,0
0.408219,12C,08992667F7F33701,0
0.41027,1B5,29AA2AB6,0
0.411553,351,08A82AB6,0
0.411562,1BB,298621C00E06B85F,0
0.411597,2EA,29AC2B2D65584FF2,0
0.41175,0C4,089B26991B0FA963,0
0.4135,38B,29A52974,0
0.413912,3AC,08BA2EE5BAD71CEB,0
0.414191,295,29852123D86BD8D0,0
0.420817,1B5,2AAB2AB6,0
0.421221,366,04AE2BEAD0D7971C,0
0.421397,1BB,2A8621C00E06B85F,0
0.42193,2EA,2AAD2B2D65584FF2,0
0.423343,38B,2AA52974,0
0.423416,1A9,159F27E2,0
0.423998,295,2A852123D86BD8D0,0
0.425348,316,15A92A16,0
0.42645,242,15A92A9747AFDD5A,0
0.427137,25A,15B92EFF2669EE4E,0
0.430485,1B5,2BAC2BB6,0
0.431386,1BB,2B8621C00E06B85F,0
0.431402,2EA,2BAE2B2D65584FF2,0
0.43357,38B,2BA62974,0
0.433986,295,2B852123D86BD8D0,0
0.437299,364,0888224C559E65BB,0
0.439959,1B5,2CAD2BB6,0
0.441733,1BB,2C8621C00E06B85F,0
0.441817,2EA,2CAF2B2D65584FF2,0
0.443139,1A9,16A128E2,0
0.44353,0ED,08B12C666193FA64,0
0.443547,38B,2CA72974,0
0.44391,1DB,08C2301B,0
0.444299,295,2C852123D86BD8D0,0
0.445815,316,16AB2A16,0
0.446237,242,16AB2A9747AFDD5A,0
0.446653,25A,16BB2EFF2669EE4E,0
0.449471,397,08A429A2,0
0.450507,1B5,2DAE2BB6,0
0.450701,1A7,09AE2B472590,0
0.451449,1BB,2D8721C00E06B85F,0
0.452111,2EA,2DB02C2D65584FF2,0
0.453445,38B,2DA82A74,0
0.454098,295,2D852123D86BD8D0,0
0.456034,177,09C731A98821,0
0.457592,12C,099C2767F7F33701,0
0.46067,1B5,2EAF2BB6,0
0.460754,0C4,099E27991B0FA963,0
0.461275,2EA,2EB02C2D65584FF2,0
0.461305,1BB,2E8721C00E06B85F,0
0.462217,351,09AD2BB6,0
0.46347,38B,2EA92A74,0
0.464078,295,2E852123D86BD8D0,0
0.464407,1A9,17A228E2,0
0.465167,316,17AD2B16,0
0.465486,2B9,049425F3,0
0.465663,242,17AD2B9747AFDD5A,0
0.46671,3AC,09C030E5BAD71CEB,0
0.466799,25A,17BD2FFF2669EE4E,0
0.470408,363,04BB2E40C9CEAEAD,0
0.470626,1B5,2FB02CB6,0
0.471245,1BB,2F8721C00E06B85F,0
0.472208,2EA,2FB22C2D65584FF2,0
0.473741,38B,2FAA2A74,0
0.474198,295,2F862123D86BD8D0,0
0.480795,1B5,30B12CB6,0
0.481334,2EA,30B22C2D65584FF2,0
0.481429,1BB,308721C00E06B85F,0
0.483491,38B,30AB2A74,0
0.483644,1A9,18A429E2,0
0.484445,295,30862123D86BD8D0,0
0.484844,316,18AF2B16,0
0.485967,242,18AF2B9747AFDD5A,0
0.487068,25A,18BF2FFF2669EE4E,0
0.489516,364,0989224C559E65BB,0
0.490673,1B5,31B12CB6,0
0.49127,2EA,31B32C2D65584FF2,0
0.491661,1BB,318721C00E06B85F,0
0.492462,1DB,09C7311B,0
0.493432,38B,31AB2A74,0
0.494216,295,31862123D86BD8D0,0
0.49538,0ED,09B62D666193FA64,0
0.500575,1B5,32B22CB6,0
0.501287,397,09A82AA2,0
0.501296,2EA,32B42D2D65584FF2,0
0.501322,1BB,328721C00E06B85F,0
0.50203,1A7,0AB32C472590,0
0.503664,1A9,19A529E2,0
0.503673,38B,32AC2B74,0
0.504293,295,32862123D86BD8D0,0
0.5051,316,19B02C16,0
0.505771,242,19B12C9747AFDD5A,0
0.506722,177,0ACD33A98821,0
0.506948,25A,19C230FF2669EE4E,0
0.508645,12C,0A9F2767F7F33701,0
0.510159,1B5,33B32CB6,0
0.510363,0C4,0AA128991B0FA963,0
0.511228,1BB,338822C00E06B85F,0
0.511487,2EA,33B52D2D65584FF2,0
0.513918,38B,33AD2B74,0
0.51399,351,0AB12CB6,0
0.514171,295,33862123D86BD8D0,0
0.514967,3AC,0AC631E5BAD71CEB,0
0.517978,3BB,02882285,0
0.520014,366,05B82EEAD0D7971C,0
0.52033,1B5,34B42DB6,0
0.521602,2EA,34B62D2D65584FF2,0
0.521631,1BB,348822C00E06B85F,0
0.523429,1A9,1AA729E2,0
0.523437,38B,34AE2B74,0
0.524465,295,34862123D86BD8D0,0
0.524642,316,1AB22C16,0
0.52543,242,1AB22C9747AFDD5A,0
0.527007,25A,1AC431FF2669EE4E,0
0.528958,122,029B26ADF4268F70,0
0.530585,1B5,35B52DB6,0
0.531336,2EA,35B72D2D65584FF2,0
0.531454,1BB,358822C00E06B85F,0
0.533414,38B,35AF2B74,0
0.533594,336,02AC2BE5,0
0.53391,295,35872123D86BD8D0,0
0.540016,364,0A8A224C559E65BB,0
0.540684,1B5,36B62DB6,0
0.541436,1BB,368822C00E06B85F,0
0.541681,2EA,36B82E2D65584FF2,0
0.542763,1DB,0ACD331B,0
0.543918,38B,36B02C74,0
0.543931,295,36872123D86BD8D0,0
0.54423,1A9,1BA82AE2,0
0.545825,316,1BB42D16,0
0.545905,242,1BB42D9747AFDD5A,0
0.545937,0ED,0ABB2E666193FA64,0
0.546611,25A,1BC631FF2669EE4E,0
0.550347,1B5,37B72DB6,0
0.550917,1A7,0BB72D472590,0
0.550994,397,0AAC2BA2,0
0.551871,1BB,378822C00E06B85F,0
0.551886,2EA,37B92E2D65584FF2,0
0.553231,38B,37B02C74,0
0.554053,295,37872123D86BD8D0,0
0.558596,177,0BD334A98821,0
0.56035,12C,0BA22867F7F33701,0
0.560429,1B5,38B82EB6,0
0.561191,1BB,388922C00E06B85F,0
0.561477,0C4,0BA429991B0FA963,0
0.561564,2EA,38BA2E2D65584FF2,0
0.562081,2B9,059926F3,0
0.563585,38B,38B12C74,0
0.563706,1A9,1CA92AE2,0
0.564521,316,1CB62D16,0
0.56456,295,38872123D86BD8D0,0
0.565354,351,0BB62DB6,0
0.565756,242,1CB62D9747AFDD5A,0
0.565934,3AC,0BCB32E5BAD71CEB,0
0.567253,25A,1CC832FF2669EE4E,0
0.570643,1B5,39B92EB6,0
0.571062,363,05C63140C9CEAEAD,0
0.571482,1BB,398922C00E06B85F,0
0.571745,2EA,39BB2E2D65584FF2,0
0.573907,38B,39B22C74,0
0.574464,295,39872123D86BD8D0,0
0.580172,1B5,3ABA2EB6,0
0.581076,1BB,3A8922C00E06B85F,0
0.581846,2EA,3ABC2F2D65584FF2,0
0.583623,38B,3AB32C74,0
0.583935,295,3A872123D86BD8D0,0
0.583959,1A9,1DAB2AE2,0
0.584599,316,1DB72D16,0
0.586147,242,1DB82E9747AFDD5A,0
0.586547,25A,1DCA32FF2669EE4E,0
0.58722,364,0B8B224C559E65BB,0
0.590165,1B5,3BBA2EB6,0
0.591116,1DB,0BD2341B,0
0.591379,1BB,3B8922C00E06B85F,0
0.592072,2EA,3BBD2F2D65584FF2,0
0.593525,38B,3BB42D74,0
0.594064,295,3B872123D86BD8D0,0
0.595344,0ED,0BC030666193FA64,0
0.600383,397,0BAF2BA2,0
0.600505,1B5,3CBB2EB6,0
0.600761,1A7,0CBC2F472590,0
0.601562,1BB,3C8922C00E06B85F,0
0.601703,2EA,3CBE2F2D65584FF2,0
0.603056,1A9,1EAC2BE2,0
0.603653,38B,3CB52D74,0
0.604265,295,3C882223D86BD8D0,0
0.604897,242,1EB92E9747AFDD5A,0
0.605432,316,1EB92E16,0
0.607299,25A,1ECC33FF2669EE4E,0
0.608277,177,0CD735A98821,0
0.60911,12C,0CA52967F7F33701,0
0.6106,1B5,3DBC2FB6,0
0.611357,0C4,0CA82A991B0FA963,0
0.611673,1BB,3D8922C00E06B85F,0
0.611867,2EA,3DBE2F2D65584FF2,0
0.613782,38B,3DB52D74,0
0.614169,295,3D882223D86BD8D0,0
0.614698,351,0CBA2EB6,0
0.614725,3AC,0CD034E5BAD71CEB,0
0.616277,366,06C130EAD0D7971C,0
0.620455,1B5,3EBD2FB6,0
0.62118,1BB,3E8A22C00E06B85F,0
0.621825,2EA,3EBF2F2D65584FF2,0
0.623504,38B,3EB62D74,0
0.624333,295,3E882223D86BD8D0,0
0.624339,1A9,1FAE2BE2,0
0.624937,316,1FBB2E16,0
0.625957,242,1FBB2E9747AFDD5A,0
0.626782,25A,1FCD33FF2669EE4E,0
0.630096,1B5,3FBE2FB6,0
0.631613,1BB,3F8A22C00E06B85F,0
0.631731,2EA,3FC0302D65584FF2,0
0.633641,38B,3FB72D74,0
0.634057,295,3F882223D86BD8D0,0
0.63769,364,0C8C234C559E65BB,0
0.640555,1B5,40BF2FB6,0
0.641603,1BB,408A22C00E06B85F,0
0.641651,2EA,40C1302D65584FF2,0
0.642954,1DB,0CD6351B,0
0.643547,38B,40B82E74,0
0.643824,295,40882223D86BD8D0,0
0.644029,1A9,20AF2BE2,0
0.644515,316,20BC2F16,0
0.64491,0ED,0CC431666193FA64,0
0.645701,242,20BD2F9747AFDD5A,0
0.646508,25A,20CF33FF2669EE4E,0
0.649344,397,0CB32CA2,0
0.650287,1B5,41C030B6,0
0.650622,1A7,0DC030472590,0
0.651416,1BB,418A22C00E06B85F,0
0.651794,2EA,41C2302D65584FF2,0
0.653737,38B,41B82E74,0
0.654279,295,41882223D86BD8D0,0
0.658076,177,0DDB36A98821,0
0.658172,12C,0DA82A67F7F33701,0
0.660382,0C4,0DAB2A991B0FA963,0
0.660679,1B5,42C030B6,0
0.661861,2EA,42C3302D65584FF2,0
0.661948,1BB,428A22C00E06B85F,0
0.662684,351,0DBE2FB6,0
0.663705,38B,42B92E74,0
0.663725,2B9,069E27F3,0
0.663807,3AC,0DD435E5BAD71CEB,0
0.664091,1A9,21B02CE2,0
0.664406,295,42892223D86BD8D0,0
0.66536,242,21BE2F9747AFDD5A,0
0.665399,316,21BE2F16,0
0.666935,25A,21D134FF2669EE4E,0
0.67053,1B5,43C130B6,0
0.671441,1BB,438A22C00E06B85F,0
0.671453,2EA,43C4312D65584FF2,0
0.673308,363,06CF3340C9CEAEAD,0
0.673512,38B,43BA2E74,0
0.673849,295,43892223D86BD8D0,0
0.680602,1B5,44C230B6,0
0.68126,1BB,448B22C00E06B85F,0
0.681645,2EA,44C4312D65584FF2,0
0.683628,38B,44BB2E74,0
0.68378,295,44892223D86BD8D0,0
0.684366,1A9,22B22CE2,0
0.685463,242,22C0309747AFDD5A,0
0.685487,316,22C03016,0
0.686558,25A,22D234FF2669EE4E,0
0.687872,364,0D8D234C559E65BB,0
0.690677,1B5,45C330B6,0
0.691529,1BB,458B22C00E06B85F,0
0.691789,2EA,45C5312D65584FF2,0
0.693686,38B,45BB2E74,0
0.694065,295,45892223D86BD8D0,0
0.694227,1DB,0DDA361B,0
0.695657,0ED,0DC832666193FA64,0
0.699986,397,0DB72DA2,0
0.700446,1B5,46C431B6,0
0.701058,1BB,468B22C00E06B85F,0
0.701781,2EA,46C6312D65584FF2,0
0.701921,1A7,0EC431472590,0
0.703782,295,46892223D86BD8D0,0
0.703793,1A9,23B32CE2,0
0.703898,38B,46BC2F74,0
0.704352,316,23C13016,0
0.705473,242,23C1309747AFDD5A,0
0.706763,25A,23D435FF2669EE4E,0
0.70686,12C,0EAB2A67F7F33701,0
0.708609,177,0EDE37A98821,0
0.710714,1B5,47C431B6,0
0.71165,0C4,0EAE2B991B0FA963,0
0.711762,1BB,478B22C00E06B85F,0
0.711788,2EA,47C7312D65584FF2,0
0.713643,38B,47BD2F74,0
0.713986,3BB,038B2285,0
0.714242,295,47892223D86BD8D0,0
0.714546,351,0EC230B6,0
0.716299,3AC,0ED836E5BAD71CEB,0
0.719756,366,07CA32EAD0D7971C,0
0.720796,1B5,48C531B6,0
0.721645,1BB,488B22C00E06B85F,0
0.722053,2EA,48C8322D65584FF2,0
0.722561,122,03A529ADF4268F70,0
0.723488,38B,48BE2F74,0
0.723804,1A9,24B42DE2,0
0.723924,295,48892223D86BD8D0,0
0.725106,242,24C3309747AFDD5A,0
0.725281,316,24C33016,0
0.726911,25A,24D535FF2669EE4E,0
0.730629,1B5,49C631B6,0
0.731359,1BB,498C23C00E06B85F,0
0.731934,2EA,49C8322D65584FF2,0
0.733669,38B,49BE2F74,0
0.734304,295,498A2223D86BD8D0,0
0.735033,336,03BB2EE5,0
0.736672,364,0E8E234C559E65BB,0
0.740813,1B5,4AC731B6,0
0.741465,2EA,4AC9322D65584FF2,0
0.741568,1BB,4A8C23C00E06B85F,0
0.742628,1DB,0EDD371B,0
0.744056,38B,4ABF2F74,0
0.744087,295,4A8A2223D86BD8D0,0
0.744158,1A9,25B62DE2,0
0.745405,242,25C4319747AFDD5A,0
0.745422,316,25C43116,0
0.745713,0ED,0ECC33666193FA64,0
0.747274,25A,25D735FF2669EE4E,0
0.750426,1B5,4BC731B6,0
0.750524,397,0EBA2EA2,0
0.750831,1A7,0FC832472590,0
0.751552,1BB,4B8C23C00E06B85F,0
0.752043,2EA,4BCA322D65584FF2,0
0.753911,38B,4BC03074,0
0.754182,295,4B8A2223D86BD8D0,0
0.75707,12C,0FAE2B67F7F33701,0
0.758926,177,0FE038A98821,0
